Year,Date,Time,Round,Stadium,City,Country,HomeTeam,HomeGoals,AwayGoals,AwayTeam,Observation,home_team_goals,away_team_goals,total_goals_per_country,unique_countries,final_country_name,final_times_reached,knockouts_Country,knockouts_count_per_country,wining_Team,Win_Count
1998,25-Jun-98, 16:00 ,Group E,Stade Geoffroy Guichard,Saint-Etienne ,France,Netherlands,2,2,Mexico, ,51,36,,,,,,,,
1998,25-Jun-98, 21:00 ,Group F,La Mosson,Montpellier ,France,Germany,2,0,Iran, ,69,4,,,,,,,,
1998,25-Jun-98, 21:00 ,Group F,La Beaujoire,Nantes ,France,USA,0,1,Yugoslavia, ,19,18,,,,,,,,
1998,26-Jun-98, 16:00 ,Group H,Stade de Gerland,Lyon ,France,Japan,1,2,Jamaica, ,7,2,,,,,,,,
1998,26-Jun-98, 16:00 ,Group H,Stade du Parc Lescure,Bordeaux ,France,Argentina,1,0,Croatia, ,111,18,,,,,,,,
1998,26-Jun-98, 21:00 ,Group G,Stade de France,Saint-Denis ,France,Romania,1,1,Tunisia, ,15,2,,,,,,,,
1998,26-Jun-98, 21:00 ,Group G,Stade Felix Bollaert,Lens ,France,Colombia,0,2,England, ,11,25,,,,,,,,
1998,27-Jun-98, 16:30 ,Round of 16,Stade Vï¿½lodrome,Marseilles ,France,Italy,1,0,Norway, ,99,6,,,,,,,,
1998,27-Jun-98, 21:00 ,Round of 16,Parc des Princes,Paris ,France,Brazil,4,1,Chile, ,180,16,,,,,,,,
1998,28-Jun-98, 16:30 ,Round of 16,Stade Felix Bollaert,Lens ,France,France,1,0,Paraguay,France win after extra time ,68,16,,,,,,,,
1998,28-Jun-98, 21:00 ,Round of 16,Stade de France,Saint-Denis ,France,Nigeria,1,4,Denmark, ,12,14,,,,,,,,
1998,29-Jun-98, 16:30 ,Round of 16,La Mosson,Montpellier ,France,Germany,2,1,Mexico, ,69,36,,,,,,,,
1998,29-Jun-98, 21:00 ,Round of 16,Stade Municipal,Toulouse ,France,Netherlands,2,1,Yugoslavia, ,51,18,,,,,,,,
1998,30-Jun-98, 16:30 ,Round of 16,Stade du Parc Lescure,Bordeaux ,France,Romania,0,1,Croatia, ,15,18,,,,,,,,
1998,30-Jun-98, 21:00 ,Round of 16,Stade Geoffroy Guichard,Saint-Etienne ,France,Argentina,2,2,England,Argentina win on penalties (4 - 3) ,111,25,,,,,,,,
1998,03-Jul-98, 16:30 ,Quarter-finals,Stade de France,Saint-Denis ,France,Italy,0,0,France,France win on penalties (3 - 4) ,99,40,,,,,,,,
1998,03-Jul-98, 21:00 ,Quarter-finals,La Beaujoire,Nantes ,France,Brazil,3,2,Denmark, ,180,14,,,,,,,,
1998,04-Jul-98, 16:30 ,Quarter-finals,Stade Vï¿½lodrome,Marseilles ,France,Netherlands,2,1,Argentina, ,51,22,,,,,,,,
1998,04-Jul-98, 21:00 ,Quarter-finals,Stade de Gerland,Lyon ,France,Germany,0,3,Croatia, ,69,18,,,,,,,,
1998,07-Jul-98, 21:00 ,Semi-finals,Stade Vï¿½lodrome,Marseilles ,France,Brazil,1,1,Netherlands,Brazil win on penalties (4 - 2) ,180,40,,,,,,,,
1998,08-Jul-98, 21:00 ,Semi-finals,Stade de France,Saint-Denis ,France,France,2,1,Croatia, ,68,18,,,,,,,,
1998,11-Jul-98, 21:00 ,Match for third place,Parc des Princes,Paris ,France,Netherlands,1,2,Croatia, ,51,18,,,,,,,,
1998,12-Jul-98, 21:00 ,Final,Stade de France,Saint-Denis ,France,Brazil,0,3,France, ,180,40,,,,,,,,
2002,31-May-02, 20:30 ,Group A,Seoul World Cup Stadium,Seoul ,Korea/Japan,France,0,1,Senegal, ,68,4,,,,,,,,
2002,01-Jun-02, 18:00 ,Group A,Munsu Football Stadium,Ulsan ,Korea/Japan,Uruguay,1,2,Denmark, ,62,14,,,,,,,,
2002,01-Jun-02, 15:30 ,Group E,Niigata Stadium Big Swan,Niigata ,Korea/Japan,Republic of Ireland,1,1,Cameroon, ,2,7,,,,,,,,
2002,01-Jun-02, 20:30 ,Group E,Sapporo Dome,Sapporo ,Korea/Japan,Germany,8,0,Saudi Arabia, ,69,6,,,,,,,,
2002,02-Jun-02, 14:30 ,Group F,Kashima Stadium,Ibaraki ,Korea/Japan,Argentina,1,0,Nigeria, ,111,8,,,,,,,,
2002,02-Jun-02, 16:30 ,Group B,Busan Asiad Main Stadium,Busan ,Korea/Japan,Paraguay,2,2,South Africa, ,14,4,,,,,,,,
2002,02-Jun-02, 18:30 ,Group F,Saitama Stadium 2002,Saitama ,Korea/Japan,England,1,1,Sweden, ,54,21,,,,,,,,
2002,02-Jun-02, 20:30 ,Group B,Gwangju World Cup Stadium,Gwangju ,Korea/Japan,Spain,3,1,Slovenia, ,50,2,,,,,,,,
2002,03-Jun-02, 18:00 ,Group C,Munsu Football Stadium,Ulsan ,Korea/Japan,Brazil,2,1,Turkey, ,180,10,,,,,,,,
2002,03-Jun-02, 20:30 ,Group G,Sapporo Dome,Sapporo ,Korea/Japan,Italy,2,0,Ecuador, ,99,6,,,,,,,,
2002,03-Jun-02, 15:30 ,Group G,Niigata Stadium Big Swan,Niigata ,Korea/Japan,Croatia,0,1,Mexico, ,3,36,,,,,,,,
2002,04-Jun-02, 15:30 ,Group C,Gwangju World Cup Stadium,Gwangju ,Korea/Japan,China PR,0,2,Costa Rica, ,0,11,,,,,,,,
2002,04-Jun-02, 18:00 ,Group H,Saitama Stadium 2002,Saitama ,Korea/Japan,Japan,2,2,Belgium, ,7,27,,,,,,,,
2002,04-Jun-02, 20:30 ,Group D,Busan Asiad Main Stadium,Busan ,Korea/Japan,Korea Republic,2,0,Poland, ,18,17,,,,,,,,
2002,05-Jun-02, 15:30 ,Group H,Kobe Wing Stadium,Kobe ,Korea/Japan,Russia,2,0,Tunisia, ,9,2,,,,,,,,
2002,05-Jun-02, 18:00 ,Group D,Suwon World Cup Stadium,Suwon ,Korea/Japan,USA,3,2,Portugal, ,19,7,,,,,,,,
2002,05-Jun-02, 20:30 ,Group E,Kashima Stadium,Ibaraki ,Korea/Japan,Germany,1,1,Republic of Ireland, ,69,8,,,,,,,,
2002,06-Jun-02, 15:30 ,Group A,Daegu World Cup Stadium,Daegu ,Korea/Japan,Denmark,1,1,Senegal, ,13,4,,,,,,,,
2002,06-Jun-02, 18:00 ,Group E,Saitama Stadium 2002,Saitama ,Korea/Japan,Cameroon,1,0,Saudi Arabia, ,11,6,,,,,,,,
2002,06-Jun-02, 20:30 ,Group A,Busan Asiad Main Stadium,Busan ,Korea/Japan,France,0,0,Uruguay, ,68,18,,,,,,,,
2002,07-Jun-02, 15:30 ,Group F,Kobe Wing Stadium,Kobe ,Korea/Japan,Sweden,2,1,Nigeria, ,53,8,,,,,,,,
2002,07-Jun-02, 20:30 ,Group F,Sapporo Dome,Sapporo ,Korea/Japan,Argentina,0,1,England, ,111,25,,,,,,,,
2002,07-Jun-02, 18:00 ,Group B,Jeonju World Cup Stadium,Jeonju ,Korea/Japan,Spain,3,1,Paraguay, ,50,16,,,,,,,,
2002,08-Jun-02, 15:30 ,Group B,Daegu World Cup Stadium,Daegu ,Korea/Japan,South Africa,1,0,Slovenia, ,7,2,,,,,,,,
2002,08-Jun-02, 20:30 ,Group C,Jeju World Cup Stadium,Jeju ,Korea/Japan,Brazil,4,0,China PR, ,180,0,,,,,,,,
2002,08-Jun-02, 18:00 ,Group G,Kashima Stadium,Ibaraki ,Korea/Japan,Italy,1,2,Croatia, ,99,18,,,,,,,,
2002,09-Jun-02, 18:00 ,Group C,Incheon Football Stadium,Incheon ,Korea/Japan,Costa Rica,1,1,Turkey, ,7,10,,,,,,,,
2002,09-Jun-02, 20:30 ,Group H,International Stadium Yokohama,Yokohama ,Korea/Japan,Japan,1,0,Russia, ,7,4,,,,,,,,
2002,09-Jun-02, 15:30 ,Group G,Miyagi Stadium,Rifu ,Korea/Japan,Mexico,2,1,Ecuador, ,22,6,,,,,,,,
2002,10-Jun-02, 15:30 ,Group D,Daegu World Cup Stadium,Daegu ,Korea/Japan,Korea Republic,1,1,USA, ,18,19,,,,,,,,
2002,10-Jun-02, 20:30 ,Group D,Jeonju World Cup Stadium,Jeonju ,Korea/Japan,Portugal,4,0,Poland, ,36,17,,,,,,,,
2002,10-Jun-02, 18:00 ,Group H,Oita Stadium Big Eye,Oita ,Korea/Japan,Tunisia,1,1,Belgium, ,6,27,,,,,,,,
2002,11-Jun-02, 15:30 ,Group A,Incheon Football Stadium,Incheon ,Korea/Japan,Denmark,2,0,France, ,13,40,,,,,,,,
2002,11-Jun-02, 15:30 ,Group A,Suwon World Cup Stadium,Suwon ,Korea/Japan,Senegal,3,3,Uruguay, ,3,18,,,,,,,,
2002,11-Jun-02, 20:30 ,Group E,International Stadium Yokohama,Yokohama ,Korea/Japan,Saudi Arabia,0,3,Republic of Ireland, ,3,8,,,,,,,,
2002,11-Jun-02, 20:30 ,Group E,Shizuoka Stadium Ecopa,Shizuoka ,Korea/Japan,Cameroon,0,2,Germany, ,11,35,,,,,,,,
2002,12-Jun-02, 15:30 ,Group F,Miyagi Stadium,Rifu ,Korea/Japan,Sweden,1,1,Argentina, ,53,22,,,,,,,,
2002,12-Jun-02, 15:30 ,Group F,Osaka Nagai Stadium,Osaka ,Korea/Japan,Nigeria,0,0,England, ,12,25,,,,,,,,
2002,12-Jun-02, 20:30 ,Group B,Jeju World Cup Stadium,Jeju ,Korea/Japan,Slovenia,1,3,Paraguay, ,3,16,,,,,,,,
2002,12-Jun-02, 20:30 ,Group B,Daejeon World Cup Stadium,Daejeon ,Korea/Japan,South Africa,2,3,Spain, ,7,42,,,,,,,,
2002,13-Jun-02, 15:30 ,Group C,Suwon World Cup Stadium,Suwon ,Korea/Japan,Costa Rica,2,5,Brazil, ,7,45,,,,,,,,
2002,13-Jun-02, 15:30 ,Group C,Seoul World Cup Stadium,Seoul ,Korea/Japan,Turkey,3,0,China PR, ,10,0,,,,,,,,
2002,13-Jun-02, 20:30 ,Group G,International Stadium Yokohama,Yokohama ,Korea/Japan,Ecuador,1,0,Croatia, ,4,18,,,,,,,,
2002,13-Jun-02, 20:30 ,Group G,Oita Stadium Big Eye,Oita ,Korea/Japan,Mexico,1,1,Italy, ,22,29,,,,,,,,
2002,14-Jun-02, 15:30 ,Group H,Osaka Nagai Stadium,Osaka ,Korea/Japan,Tunisia,0,2,Japan, ,6,7,,,,,,,,
2002,14-Jun-02, 20:30 ,Group D,Incheon Football Stadium,Incheon ,Korea/Japan,Portugal,0,1,Korea Republic, ,36,13,,,,,,,,
2002,14-Jun-02, 20:30 ,Group D,Daejeon World Cup Stadium,Daejeon ,Korea/Japan,Poland,3,1,USA, ,27,19,,,,,,,,
2002,14-Jun-02, 15:30 ,Group H,Shizuoka Stadium Ecopa,Shizuoka ,Korea/Japan,Belgium,3,2,Russia, ,27,4,,,,,,,,
2002,15-Jun-02, 20:30 ,Round of 16,Niigata Stadium Big Swan,Niigata ,Korea/Japan,Denmark,0,3,England, ,13,25,,,,,,,,
2002,15-Jun-02, 15:30 ,Round of 16,Jeju World Cup Stadium,Jeju ,Korea/Japan,Germany,1,0,Paraguay, ,69,16,,,,,,,,
2002,16-Jun-02, 20:30 ,Round of 16,Suwon World Cup Stadium,Suwon ,Korea/Japan,Spain,1,1,Republic of Ireland,Spain win on penalties (3 - 2) ,50,8,,,,,,,,
2002,16-Jun-02, 15:30 ,Round of 16,Oita Stadium Big Eye,Oita ,Korea/Japan,Sweden,1,2,Senegal,Win on Golden Goal ,53,4,,,,,,,,
2002,17-Jun-02, 20:30 ,Round of 16,Kobe Wing Stadium,Kobe ,Korea/Japan,Brazil,2,0,Belgium, ,180,27,,,,,,,,
2002,17-Jun-02, 15:30 ,Round of 16,Jeonju World Cup Stadium,Jeonju ,Korea/Japan,Mexico,0,2,USA, ,22,19,,,,,,,,
2002,18-Jun-02, 15:30 ,Round of 16,Miyagi Stadium,Rifu ,Korea/Japan,Japan,0,1,Turkey, ,7,10,,,,,,,,
2002,18-Jun-02, 20:30 ,Round of 16,Daejeon World Cup Stadium,Daejeon ,Korea/Japan,Korea Republic,2,1,Italy,Win on Golden Goal ,18,29,,,,,,,,
2002,21-Jun-02, 15:30 ,Quarter-finals,Shizuoka Stadium Ecopa,Shizuoka ,Korea/Japan,England,1,2,Brazil, ,54,45,,,,,,,,
2002,21-Jun-02, 20:30 ,Quarter-finals,Munsu Football Stadium,Ulsan ,Korea/Japan,Germany,1,0,USA, ,69,19,,,,,,,,
2002,22-Jun-02, 20:30 ,Quarter-finals,Osaka Nagai Stadium,Osaka ,Korea/Japan,Senegal,0,1,Turkey,Win on Golden Goal ,3,10,,,,,,,,
2002,22-Jun-02, 15:30 ,Quarter-finals,Gwangju World Cup Stadium,Gwangju ,Korea/Japan,Spain,0,0,Korea Republic,Korea Republic win on penalties (3 - 5) ,50,13,,,,,,,,
2002,25-Jun-02, 20:30 ,Semi-finals,Seoul World Cup Stadium,Seoul ,Korea/Japan,Germany,1,0,Korea Republic, ,69,13,,,,,,,,
2002,26-Jun-02, 20:30 ,Semi-finals,Saitama Stadium 2002,Saitama ,Korea/Japan,Brazil,1,0,Turkey, ,180,10,,,,,,,,
2002,29-Jun-02, 20:00 ,Third place,Daegu World Cup Stadium,Daegu ,Korea/Japan,Korea Republic,2,3,Turkey, ,18,10,,,,,,,,
2002,30-Jun-02, 20:00 ,Final,International Stadium Yokohama,Yokohama ,Korea/Japan,Germany,0,2,Brazil, ,69,45,,,,,,,,
2006,09-Jun-06, 18:00 ,Group A,"FIFA World Cup Stadium, Munich",Munich ,Germany,Germany,4,2,Costa Rica, ,69,11,,,,,,,,
2006,09-Jun-06, 21:00 ,Group A,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Poland,0,2,Ecuador, ,27,6,,,,,,,,
2006,10-Jun-06, 15:00 ,Group B,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,England,1,0,Paraguay, ,54,16,,,,,,,,
2006,10-Jun-06, 18:00 ,Group B,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Trinidad and Tobago,0,0,Sweden, ,0,21,,,,,,,,
2006,10-Jun-06, 21:00 ,Group C,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Argentina,2,1,Cï¿½te d'Ivoire, ,111,8,,,,,,,,
2006,11-Jun-06, 15:00 ,Group C,Zentralstadion,Leipzig ,Germany,Serbia and Montenegro,0,1,Netherlands, ,0,40,,,,,,,,
2006,11-Jun-06, 18:00 ,Group D,Franken-Stadion,Nuremberg ,Germany,Mexico,3,1,Iran, ,22,4,,,,,,,,
2006,11-Jun-06, 21:00 ,Group D,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Angola,0,1,Portugal, ,0,7,,,,,,,,
2006,12-Jun-06, 15:00 ,Group F,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Australia,3,1,Japan, ,7,7,,,,,,,,
2006,12-Jun-06, 18:00 ,Group E,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,USA,0,3,Czech Republic, ,19,3,,,,,,,,
2006,12-Jun-06, 21:00 ,Group E,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Italy,2,0,Ghana, ,99,9,,,,,,,,
2006,13-Jun-06, 15:00 ,Group G,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Korea Republic,2,1,Togo, ,18,1,,,,,,,,
2006,13-Jun-06, 18:00 ,Group G,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,France,0,0,Switzerland, ,68,23,,,,,,,,
2006,13-Jun-06, 21:00 ,Group F,Olympiastadion,Berlin ,Germany,Brazil,1,0,Croatia, ,180,18,,,,,,,,
2006,14-Jun-06, 15:00 ,Group H,Zentralstadion,Leipzig ,Germany,Spain,4,0,Ukraine, ,50,4,,,,,,,,
2006,14-Jun-06, 18:00 ,Group H,"FIFA World Cup Stadium, Munich",Munich ,Germany,Tunisia,2,2,Saudi Arabia, ,6,6,,,,,,,,
2006,14-Jun-06, 21:00 ,Group A,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Germany,1,0,Poland, ,69,17,,,,,,,,
2006,15-Jun-06, 15:00 ,Group A,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Ecuador,3,0,Costa Rica, ,4,11,,,,,,,,
2006,15-Jun-06, 18:00 ,Group B,Franken-Stadion,Nuremberg ,Germany,England,2,0,Trinidad and Tobago, ,54,0,,,,,,,,
2006,15-Jun-06, 21:00 ,Group B,Olympiastadion,Berlin ,Germany,Sweden,1,0,Paraguay, ,53,16,,,,,,,,
2006,16-Jun-06, 15:00 ,Group C,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Argentina,6,0,Serbia and Montenegro, ,111,2,,,,,,,,
2006,16-Jun-06, 18:00 ,Group C,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Netherlands,2,1,Cï¿½te d'Ivoire, ,51,8,,,,,,,,
2006,16-Jun-06, 21:00 ,Group D,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Mexico,0,0,Angola, ,22,1,,,,,,,,
2006,17-Jun-06, 15:00 ,Group D,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Portugal,2,0,IR Iran, ,36,2,,,,,,,,
2006,17-Jun-06, 18:00 ,Group E,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Czech Republic,0,2,Ghana, ,0,9,,,,,,,,
2006,17-Jun-06, 21:00 ,Group E,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Italy,1,1,USA, ,99,19,,,,,,,,
2006,18-Jun-06, 15:00 ,Group F,Franken-Stadion,Nuremberg ,Germany,Japan,0,0,Croatia, ,7,18,,,,,,,,
2006,18-Jun-06, 18:00 ,Group F,"FIFA World Cup Stadium, Munich",Munich ,Germany,Brazil,2,0,Australia, ,180,4,,,,,,,,
2006,18-Jun-06, 21:00 ,Group G,Zentralstadion,Leipzig ,Germany,France,1,1,Korea Republic, ,68,13,,,,,,,,
2006,19-Jun-06, 15:00 ,Group G,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Togo,0,2,Switzerland, ,0,23,,,,,,,,
2006,19-Jun-06, 18:00 ,Group H,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Saudi Arabia,0,4,Ukraine, ,3,4,,,,,,,,
2006,19-Jun-06, 21:00 ,Group H,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Spain,3,1,Tunisia, ,50,2,,,,,,,,
2006,20-Jun-06, 16:00 ,Group A,Olympiastadion,Berlin ,Germany,Ecuador,0,3,Germany, ,4,35,,,,,,,,
2006,20-Jun-06, 16:00 ,Group A,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Costa Rica,1,2,Poland, ,7,17,,,,,,,,
2006,20-Jun-06, 21:00 ,Group B,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Sweden,2,2,England, ,53,25,,,,,,,,
2006,20-Jun-06, 21:00 ,Group B,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Paraguay,2,0,Trinidad and Tobago, ,14,0,,,,,,,,
2006,21-Jun-06, 16:00 ,Group D,Zentralstadion,Leipzig ,Germany,Iran,1,1,Angola, ,1,1,,,,,,,,
2006,21-Jun-06, 16:00 ,Group D,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Portugal,2,1,Mexico, ,36,36,,,,,,,,
2006,21-Jun-06, 21:00 ,Group C,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Netherlands,0,0,Argentina, ,51,22,,,,,,,,
2006,21-Jun-06, 21:00 ,Group C,"FIFA World Cup Stadium, Munich",Munich ,Germany,Cï¿½te d'Ivoire,3,2,Serbia and Montenegro, ,5,2,,,,,,,,
2006,22-Jun-06, 16:00 ,Group E,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Czech Republic,0,2,Italy, ,0,29,,,,,,,,
2006,22-Jun-06, 16:00 ,Group E,Franken-Stadion,Nuremberg ,Germany,Ghana,2,1,USA, ,4,19,,,,,,,,
2006,22-Jun-06, 21:00 ,Group F,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Japan,1,4,Brazil, ,7,45,,,,,,,,
2006,22-Jun-06, 21:00 ,Group F,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Croatia,2,2,Australia, ,3,4,,,,,,,,
2006,23-Jun-06, 16:00 ,Group H,Olympiastadion,Berlin ,Germany,Ukraine,1,0,Tunisia, ,1,2,,,,,,,,
2006,23-Jun-06, 16:00 ,Group H,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Saudi Arabia,0,1,Spain, ,3,42,,,,,,,,
2006,23-Jun-06, 21:00 ,Group G,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Togo,0,2,France, ,0,40,,,,,,,,
2006,23-Jun-06, 21:00 ,Group G,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Switzerland,2,0,Korea Republic, ,22,13,,,,,,,,
2006,24-Jun-06, 17:00 ,Round of 16,"FIFA World Cup Stadium, Munich",Munich ,Germany,Germany,2,0,Sweden, ,69,21,,,,,,,,
2006,24-Jun-06, 21:00 ,Round of 16,Zentralstadion,Leipzig ,Germany,Argentina,2,1,Mexico,Argentina win after extra time ,111,36,,,,,,,,
2006,25-Jun-06, 17:00 ,Round of 16,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,England,1,0,Ecuador, ,54,6,,,,,,,,
2006,25-Jun-06, 21:00 ,Round of 16,Franken-Stadion,Nuremberg ,Germany,Portugal,1,0,Netherlands, ,36,40,,,,,,,,
2006,26-Jun-06, 17:00 ,Round of 16,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Italy,1,0,Australia, ,99,4,,,,,,,,
2006,26-Jun-06, 21:00 ,Round of 16,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Switzerland,0,0,Ukraine,Ukraine win on penalties (0 - 3) ,22,4,,,,,,,,
2006,27-Jun-06, 17:00 ,Round of 16,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Brazil,3,0,Ghana, ,180,9,,,,,,,,
2006,27-Jun-06, 21:00 ,Round of 16,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Spain,1,3,France, ,50,40,,,,,,,,
2006,30-Jun-06, 17:00 ,Quarter-finals,Olympiastadion,Berlin ,Germany,Germany,1,1,Argentina,Germany win on penalties (4 - 2) ,69,22,,,,,,,,
2006,30-Jun-06, 21:00 ,Quarter-finals,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Italy,3,0,Ukraine, ,99,4,,,,,,,,
2006,01-Jul-06, 17:00 ,Quarter-finals,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,England,0,0,Portugal,Portugal win on penalties (1 - 3) ,54,7,,,,,,,,
2006,01-Jul-06, 21:00 ,Quarter-finals,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Brazil,0,1,France, ,180,40,,,,,,,,
2006,04-Jul-06, 21:00 ,Semi-finals,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Germany,0,2,Italy,Italy win after extra time ,69,29,,,,,,,,
2006,05-Jul-06, 21:00 ,Semi-finals,"FIFA World Cup Stadium, Munich",Munich ,Germany,Portugal,0,1,France, ,36,40,,,,,,,,
2006,08-Jul-06, 21:00 ,Third place,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Germany,3,1,Portugal, ,69,7,,,,,,,,
2006,09-Jul-06, 20:00 ,Final,Olympiastadion,Berlin ,Germany,Italy,1,1,France,Italy win on penalties (5 - 3) ,99,40,,,,,,,,
2010,11-Jun-10, 16:00 ,Group A,Soccer City Stadium,Johannesburg ,South Africa,South Africa,1,1,Mexico, ,7,36,,,,,,,,
2010,11-Jun-10, 20:30 ,Group A,Cape Town Stadium,Cape Town ,South Africa,Uruguay,0,0,France, ,62,40,,,,,,,,
2010,12-Jun-10, 13:30 ,Group B,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Korea Republic,2,0,Greece, ,18,2,,,,,,,,
2010,12-Jun-10, 16:00 ,Group B,Ellis Park Stadium,Johannesburg ,South Africa,Argentina,1,0,Nigeria, ,111,8,,,,,,,,
2010,12-Jun-10, 20:30 ,Group C,Royal Bafokeng Sports Palace,Phokeng ,South Africa,England,1,1,USA, ,54,19,,,,,,,,
2010,13-Jun-10, 13:30 ,Group C,Peter Mokaba Stadium,Polokwane ,South Africa,Algeria,0,1,Slovenia, ,5,2,,,,,,,,
2010,13-Jun-10, 16:00 ,Group D,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Serbia,0,1,Ghana, ,0,9,,,,,,,,
2010,13-Jun-10, 20:30 ,Group D,Durban Stadium,Durban ,South Africa,Germany,4,0,Australia, ,69,4,,,,,,,,
2010,14-Jun-10, 13:30 ,Group E,Soccer City Stadium,Johannesburg ,South Africa,Netherlands,2,0,Denmark, ,51,14,,,,,,,,
2010,14-Jun-10, 16:00 ,Group E,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Japan,1,0,Cameroon, ,7,7,,,,,,,,
2010,14-Jun-10, 20:30 ,Group F,Cape Town Stadium,Cape Town ,South Africa,Italy,1,1,Paraguay, ,99,16,,,,,,,,
2010,15-Jun-10, 13:30 ,Group F,Royal Bafokeng Sports Palace,Phokeng ,South Africa,New Zealand,1,1,Slovakia, ,1,2,,,,,,,,
2010,15-Jun-10, 16:00 ,Group G,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Cï¿½te d'Ivoire,0,0,Portugal, ,5,7,,,,,,,,
2010,15-Jun-10, 20:30 ,Group G,Ellis Park Stadium,Johannesburg ,South Africa,Brazil,2,1,Korea DPR, ,180,4,,,,,,,,
2010,16-Jun-10, 13:30 ,Group H,Mbombela Stadium,Nelspruit ,South Africa,Honduras,0,1,Chile, ,2,16,,,,,,,,
2010,16-Jun-10, 16:00 ,Group H,Durban Stadium,Durban ,South Africa,Spain,0,1,Switzerland, ,50,23,,,,,,,,
2010,16-Jun-10, 20:30 ,Group A,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,South Africa,0,3,Uruguay, ,7,18,,,,,,,,
2010,17-Jun-10, 13:30 ,Group B,Soccer City Stadium,Johannesburg ,South Africa,Argentina,4,1,Korea Republic, ,111,13,,,,,,,,
2010,17-Jun-10, 16:00 ,Group B,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Greece,2,1,Nigeria, ,4,8,,,,,,,,
2010,17-Jun-10, 20:30 ,Group A,Peter Mokaba Stadium,Polokwane ,South Africa,France,0,2,Mexico, ,68,36,,,,,,,,
2010,18-Jun-10, 13:30 ,Group D,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Germany,0,1,Serbia, ,69,2,,,,,,,,
2010,18-Jun-10, 16:00 ,Group C,Ellis Park Stadium,Johannesburg ,South Africa,Slovenia,2,2,USA, ,3,19,,,,,,,,
2010,18-Jun-10, 20:30 ,Group C,Cape Town Stadium,Cape Town ,South Africa,England,0,0,Algeria, ,54,9,,,,,,,,
2010,19-Jun-10, 13:30 ,Group E,Durban Stadium,Durban ,South Africa,Netherlands,1,0,Japan, ,51,7,,,,,,,,
2010,19-Jun-10, 16:00 ,Group D,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Ghana,1,1,Australia, ,4,4,,,,,,,,
2010,19-Jun-10, 20:30 ,Group E,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Cameroon,1,2,Denmark, ,11,14,,,,,,,,
